EVA_NR;DS100;IFOPT;NAME;VERKEHR;LAENGE;BREITE;STATUS
8000001;KA;de:05334:1008;Aachen Hbf;FV;6,09149900;50,7678000;
8000002;TA;de:08136:1000;Aalen Hbf;FV;10,0962710;48,8410130;
8000004;HA;de:05774:7131;Altenbeken;FV;8,94331900;51,7664330;
8000007;FALZ;de:07331:55;Alzey;RV;8,10974900;49,7502000;
8000009;NAN;de:09561:11000;Ansbach;FV;10,5782390;49,2980320;
8000010;NAH;de:09661:99082;Aschaffenburg Hbf;FV;9,14369700;49,9805570;
8000011;AAG;de:01057:3365;Ascheberg(Holst);RV;10,3394810;54,1484620;
8000012;KAU;de:05382:59901;Au(Sieg);RV;7,65653700;50,7737650;
8000013;MA;de:09761:100;Augsburg Hbf;FV;10,8855700;48,3654410;
8000014;TAU;de:08436:1000;Aulendorf;FV;9,64404600;47,9530520;
8000015;FBA;de:06432:8563;Babenhausen(Hess);RV;8,95718200;49,9579630;
8000016;TB;de:08119:7600;Backnang;RV;9,42598900;48,9426760;
8000017;TBF;de:08125:519;Bad Friedrichshall Hbf;RV;9,19977100;49,2315710;
8000019;HBHA;de:03153:4946;Bad Harzburg;RV;10,5554440;51,8881160;
8000020;FBHF;de:06632:202026;Bad Hersfeld;FV;9,71618200;50,8696320;
8000021;SBKN;de:07133:8178;Bad Kreuznach;RV;7,86643500;49,8423990;
8000022;HNDF;de:03257:505;Bad Nenndorf;RV;9,37860300;52,3437350;
8000023;AO;de:01062:37979;Bad Oldesloe;RV;10,3828320;53,8052830;
8000025;NBA;de:09461:20010;Bamberg;FV;10,8994890;49,9007590;
8000026;RB;ch:23005:6;Basel Bad Bf;FV;7,60780500;47,5672880;
8000027;NSCH;de:09376:7410;Schwandorf;FV;12,1042190;49,3261390;
8000028;NBY;de:09462:22000;Bayreuth Hbf;RV;11,5799850;49,9496160;
8000029;FB;de:06632:202110;Bebra;FV;9,79778800;50,9695680;
8000030;KBE;de:05362:89101;Bedburg(Erft);RV;6,57261500;50,9874780;
8000031;FBH;de:06431:236;Bensheim;FV;8,61671700;49,6813290;
8000032;NS;de:09662:28058;Schweinfurt Hbf;RV;10,2129190;50,0353130;
8000033;KSWE;de:05954:8174;Schwelm;RV;7,28968100;51,2905260;
8000034;EBZ;de:07132:90171;Betzdorf(Sieg);RV;7,87005000;50,7892940;
8000036;EBILP;de:05711:5500;Bielefeld Hbf;FV;8,53272200;52,0292610;
8000037;ESRT;de:05978:63583;Schwerte(Ruhr);RV;7,55896000;51,4422810;
8000038;TBM;de:08118:1400;Bietigheim-Bissingen;RV;9,13755700;48,9479330;
8000039;FBGK;de:07339:8183;Bingen(Rhein) Hbf;FV;7,88426300;49,9687290;
8000040;EBCH;de:05554:60834;Bocholt;nur DPN;6,62042600;51,8341200;
8000041;EBO;de:05911:5194;Bochum Hbf;FV;7,22327500;51,4786090;
8000042;RSE;de:08225:8203;Seckach;RV;9,33846900;49,4411570;
8000043;HSSN;de:03153:5780;Seesen;RV;10,1738980;51,8872630;
8000044;KB;de:05314:61101;Bonn Hbf;FV;7,09713600;50,7320080;
8000045;KBOP;de:07140:10154;Boppard Hbf;FV;7,58610200;50,2314130;
8000046;ESIE;de:05970:10097;Siegen;RV;8,01650800;50,8759390;
8000047;EBTH,EBTHP;de:05512:3335;Bottrop Hbf;RV;6,93668400;51,5094500;
8000048;EBWE;de:05711:5059;Brackwede;RV;8,49842600;51,9973780;
8000049;HBS;de:03101:178;Braunschweig Hbf;FV;10,5402950;52,2522180;
8000050;HB;de:04011:13927;Bremen Hbf;FV;8,81383400;53,0834810;
8000051;HBH;de:04012:14418;Bremerhaven Hbf;RV;8,59955500;53,5349120;
8000053;RBT;de:08215:1551;Bretten;RV;8,69344800;49,0369000;
8000054;EBRW;de:05958:60005;Brilon Wald;RV;8,57607300;51,3491590;
8000055;RBR;de:08215:1856;Bruchsal;FV;8,58964900;49,1246220;
8000056;ABLZ;de:03353:8000056;Buchholz(Nordheide);nur DPN;9,87626600;53,3246830;
8000057;MBU;de:09777:1000;Buchloe;FV;10,7162170;48,0337230;
8000058;ABCH;de:01053:8000058;Büchen;FV;10,6232980;53,4749720;
8000059;HBDE;de:05758:1120;Bünde(Westf);FV;8,57387600;52,2020750;
8000060;KSIH;;Siershahn;nur DPN;7,77138000;50,4858570;
8000061;FBNG;de:06535:11187;Burg-u. Nieder Gemünden;nur DPN;9,04760400;50,6911130;
8000062;EBFT;de:05566:16548;Steinfurt-Burgsteinfurt;RV;7,32934000;52,1473840;
8000063;TCW;de:08235:9030;Calw;RV;8,74185400;48,7146820;
8000064;HC;de:03351:50;Celle;FV;10,0627060;52,6211750;
8000065;FCOE;de:06534:11080;Cölbe;RV;8,78736500;50,8481590;
8000066;ECMF;de:05558:16602;Coesfeld(Westf);RV;7,16388000;51,9394310;
8000067;TC;de:08127:21001;Crailsheim;FV;10,0643260;49,1378720;
8000068;FD;de:06411:4734;Darmstadt Hbf;FV;8,62963600;49,8725030;
8000069;TSIG;de:08437:42111;Sigmaringen;RV;9,22185100;48,0869840;
8000070;HD;de:03401:19646;Delmenhorst;FV;8,62975800;53,0527920;
8000071;HDBG;de:03254:21906;Derneburg(Han);nur DPN;10,1437190;52,0968510;
8000072;MSBI;de:09277:80490;Simbach(Inn);RV;13,0230120;48,2627260;
8000073;RSI;de:08335:6588;Singen(Hohentwiel);FV;8,84038300;47,7584380;
8000074;FDIL;de:06532:11005;Dillenburg;RV;8,29408800;50,7348830;
8000075;SDL;de:10044:8000075;Dillingen(Saar);RV;6,72215000;49,3527100;
8000076;ESOT;de:05974:11246;Soest;FV;8,10458900;51,5784190;
8000077;RDO;de:08326:6537;Donaueschingen;FV;8,49891900;47,9477860;
8000078;MDT;de:09779:5500;Donauwörth;FV;10,7714430;48,7140260;
8000080;EDO,EDO N;de:05913:131;Dortmund Hbf;FV;7,45929000;51,5178960;
8000081;EDDP,EDDPH,EDDPT;de:05913:196;Dortmund-Dorstfeld;RV;7,42486400;51,5093760;
8000082;KDFF,KDFFH;de:05111:18488;Düsseldorf Flughafen;FV;6,78683600;51,2920090;
8000083;EDUL,EDULH;de:05558:15351;Dülmen;RV;7,29576500;51,8276760;
8000084;KDN,KDN P;de:05358:2286;Düren;FV;6,48245100;50,8095170;
8000085;KD;de:05111:18235;Düsseldorf Hbf;FV;6,79431900;51,2199620;
8000086;EDG;de:05112:16032;Duisburg Hbf;FV;6,77590300;51,4297850;
8000087;KSO;de:05122:13800;Solingen Hbf;FV;7,00418700;51,1607660;
8000088;HSO;de:03358:85426;Soltau(Han);nur DPN;9,83110900;52,9830170;
8000089;AST;de:03359:8000089;Stade;RV;9,47700800;53,5961430;
8000090;HEBG;de:06636:206285;Eichenberg;RV;9,92148200;51,3748230;
8000091;NSTN;de:09575:14350;Steinach(b Rothenburg ob der Tauber);FV;10,2735350;49,4532180;
8000092;AEL;de:01056:97960;Elmshorn;FV;9,65940800;53,7540250;
8000093;HELZ;de:03254:21616;Elze(Han);FV;9,74689400;52,1201470;
8000094;KENR;de:07138:10110;Engers;RV;7,54682700;50,4259800;
8000095;NST;de:09263:2600;Straubing;FV;12,5740940;48,8769780;
8000096;TS;de:08111:6115;Stuttgart Hbf;FV;9,18163500;48,7840840;
8000098;EE;de:05113:9289;Essen Hbf;FV;7,01479300;51,4513550;
8000099;EEST;de:05113:9582;Essen-Steele;RV;7,07555200;51,4506840;
8000100;KEU;de:05366:72101;Euskirchen;RV;6,79219300;50,6577600;
8000101;TET;de:08237:7965;Eutingen im Gäu;RV;8,78223600;48,4799520;
8000102;EFP;de:05966:11047;Finnentrop;nur DPN;7,96456300;51,1730480;
8000103;AF;de:01001:27253;Flensburg;FV;9,43652600;54,7740390;
8000104;FFRK;de:06635:205326;Frankenberg(Eder);RV;8,78918100;51,0545650;
8000105;FF;de:06412:10;Frankfurt(Main)Hbf;FV;8,66378900;50,1071450;
8000106;FHOE;de:06412:1008;Frankfurt-Höchst;RV;8,54237000;50,1026340;
8000107;RF;de:08311:6508;Freiburg(Breisgau) Hbf;FV;7,84117000;47,9976970;
8000108;MFL;de:09172:42293;Freilassing;FV;12,9771930;47,8369160;
8000110;TFS;de:08237:1050;Freudenstadt Hbf;RV;8,42880300;48,4603220;
8000111;FFG;de:06440:6401;Friedberg(Hess);FV;8,76205600;50,3326060;
8000112;TF;de:08435:44002;Friedrichshafen Stadt;FV;9,47390000;47,6532240;
8000113;EFOE;de:05978:32759;Fröndenberg;RV;7,76219800;51,4712540;
8000114;NF;de:09563:2110;Fürth(Bay)Hbf;FV;10,9899880;49,4697070;
8000115;FFU;de:06631:11049;Fulda;FV;9,68397700;50,5547230;
8000116;MTS;de:09189:41179;Traunstein;FV;12,6388010;47,8697270;
8000117;FGEL;de:06435:11058;Gelnhausen;RV;9,18927800;50,1963430;
8000118;EG;de:05513:5613;Gelsenkirchen Hbf;FV;7,10245500;51,5049030;
8000119;MGE;de:09181:502;Geltendorf;FV;11,0377360;48,1057760;
8000120;NGM;de:09677:28001;Gemünden(Main);RV;9,69989400;50,0500180;
8000121;FGHO;de:07339:8190;Gensingen-Horrweiler;RV;7,93818800;49,8982600;
8000122;MTL;de:09577:16200;Treuchtlingen;FV;10,9081590;48,9612670;
8000123;SGR;de:07233:30303;Gerolstein;RV;6,66037200;50,2240060;
8000124;FG;de:06531:11016;Gießen;FV;8,66146200;50,5790590;
8000125;EGBW;de:05562:3202;Gladbeck West;RV;6,97638900;51,5749220;
8000126;FGE;de:06433:6802;Riedstadt-Goddelau;RV;8,48918700;49,8332300;
8000127;TGO;de:08117:154;Göppingen;FV;9,65196900;48,7000270;
8000128;HG;de:03152:33817;Göttingen;FV;9,92607200;51,5368150;
8000129;FTS;de:06634:204662;Treysa;FV;9,18567300;50,9106610;
8000130;HGS;de:03153:5982;Goslar;RV;10,4214360;51,9115730;
8000131;RGN;de:08215:32585;Graben-Neudorf;RV;8,49063000;49,1617970;
8000132;FGR;de:06434:6308;Grävenwiesbach;nur DPN;8,45855300;50,3822390;
8000133;KGRB;de:05162:20001;Grevenbroich;RV;6,58044700;51,0937010;
8000134;STR;de:07211:1318;Trier Hbf;RV;6,65245300;49,7568460;
8000135;KT;de:05382:54701;Troisdorf;RV;7,15089200;50,8139220;
8000136;FGER;de:06433:4802;Groß Gerau;RV;8,48621500;49,9249340;
8000137;RGR;de:07332:1009;Grünstadt;RV;8,16796200;49,5643840;
8000138;KGUH,KGUI;de:05158:13970;Gruiten;RV;7,01054600;51,2145590;
8000139;MGZB;de:09774:2600;Günzburg;FV;10,2786560;48,4603350;
8000140;FGTH;de:06633:203095;Baunatal-Guntershausen;RV;9,46699700;51,2299170;
8000141;TT;de:08416:11000;Tübingen Hbf;FV;9,05540700;48,5158110;
8000142;EHG;de:05914:2007;Hagen Hbf;FV;7,46024900;51,3627470;
8000143;RWGA;de:08336:6700;Weil am Rhein-Gartenstadt;RV;7,61628400;47,5887070;
8000144;MTHB;de:09778:3200;Türkheim(Bay)Bf;RV;10,6174390;48,0456900;
8000145;EHLT;de:05562:3527;Haltern am See;RV;7,18436600;51,7376680;
8000146;RWPF;de:08336:6706;Weil am Rhein-Pfädlistraße;RV;7,62649300;47,5890150;
8000147;AHAR;de:02000:8000147;Hamburg-Harburg;FV;9,99170100;53,4559080;
8000148;HHM;de:03252:8000;Hameln;RV;9,37590600;52,1018500;
8000149;EHM;de:05915:7756;Hamm(Westf);FV;7,80782100;51,6780780;
8000150;FH,FH  N,FH  S;de:06435:4503;Hanau Hbf;FV;8,92900000;50,1209530;
8000152;HH;de:03241:31;Hannover Hbf;FV;9,74102100;52,3767610;
8000154;STM;de:10046:8000154;Türkismühle;RV;7,11461500;49,5803580;
8000155;AHI;de:01051:39654;Heide(Holst);FV;9,10102900;54,1935630;
8000156;RH;de:08221:1160;Heidelberg Hbf;FV;8,67544200;49,4035670;
8000157;TH;de:08121:26;Heilbronn Hbf;RV;9,20771500;49,1433060;
8000158;FHWD,FHWR;de:06435:4544;Nidderau;RV;8,88023300;50,2308260;
8000159;HHLM;de:03154:3261;Helmstedt;FV;11,0105530;52,2220860;
8000160;THT;de:08437:44001;Herbertingen;RV;9,41460400;48,0639450;
8000161;FHRB;de:06532:11007;Herborn(Dillkr);RV;8,30814000;50,6844050;
8000162;EHFD;de:05758:1380;Herford;FV;8,66364300;52,1196090;
8000163;TTU;de:08327:1748;Tuttlingen;FV;8,79854200;47,9805790;
8000164;EHER;de:05916:7501;Herne;RV;7,21783000;51,5436520;
8000165;EHDT;de:05562:3217;Hervest-Dorsten;nur DPN;6,97416700;51,6719100;
8000166;HHB;de:03156:41699;Herzberg(Harz);RV;10,3299230;51,6438610;
8000167;HHES;de:03459:41892;Hesepe;nur DPN;7,96759900;52,4392210;
8000168;HU;de:03360:92160;Uelzen;FV;10,5530530;52,9697810;
8000169;HHI;de:03254:9922;Hildesheim Hbf;FV;9,95349700;52,1606260;
8000170;TU;de:08421:1008;Ulm Hbf;FV;9,98222700;48,3994370;
8000171;EUN;de:05978:11218;Unna;RV;7,69285800;51,5389820;
8000172;FHT;de:06437:11220;Höchst(Odenw);nur DPN;8,98854900;49,7944990;
8000173;NHOB;de:09479:9579;Wunsiedel-Holenbrunn;RV;12,0339280;50,0511130;
8000174;KV;de:05166:22005;Viersen;FV;6,40389600;51,2549470;
8000175;SVL;de:10041:8000175;Völklingen;RV;6,84815600;49,2490910;
8000176;SHO;de:10045:8000176;Homburg(Saar)Hbf;FV;7,33703500;49,3280820;
8000177;THB;de:08237:5001;Horb;FV;8,68898200;48,4414710;
8000178;KHR;de:05362:87303;Horrem;RV;6,71349700;50,9162490;
8000180;TWN;de:08119:7604;Waiblingen;RV;9,29988200;48,8261240;
8000181;AHM;de:01054:44660;Husum;FV;9,05502600;54,4722710;
8000182;RIM;de:08327:1242;Immendingen;FV;8,72953600;47,9360070;
8000183;MIH;de:09161:9000;Ingolstadt Hbf;FV;11,4373370;48,7445410;
8000185;HGI;de:03151:858;Gifhorn;nur DPN;10,5452840;52,4561550;
8000186;EIL;de:05962:505;Iserlohn;RV;7,69160800;51,3732940;
8000187;FWA;de:06534:11200;Wallau(Lahn);RV;8,47001000;50,9228980;
8000188;KJ;de:05358:4188;Jülich;nur DPN;6,36797700;50,9193810;
8000189;SKL;de:07312:9035;Kaiserslautern Hbf;FV;7,76871600;49,4361370;
8000190;KKAK;de:05166:23754;Kaldenkirchen;RV;6,20322500;51,3271840;
8000191;RK;de:08212:90;Karlsruhe Hbf;FV;8,40218100;48,9935150;
8000192;EWAN;de:05916:7590;Wanne-Eickel Hbf;FV;7,16578300;51,5312560;
8000193;FK;de:06611:11373;Kassel Hbf;RV;9,48950100;51,3182600;
8000194;MKFB;de:09762:950;Kaufbeuren;FV;10,6294960;47,8754320;
8000195;MKFG;de:09181:503;Kaufering;RV;10,8545950;48,0808350;
8000196;HWAR;de:05762:8130;Warburg(Westf);FV;9,16384500;51,4929530;
8000197;MKP;de:09763:99;Kempten(Allgäu)Hbf;FV;10,3176100;47,7117450;
8000198;EKG;de:05113:9383;Kettwig;RV;6,95374700;51,3633750;
8000199;AK;de:01002:49079;Kiel Hbf;FV;10,1319760;54,3149850;
8000201;NKL;de:09472:22900;Kirchenlaibach;RV;11,7763250;49,8699040;
8000203;TKG;de:08436:1159;Kißlegg;RV;9,88192100;47,7935330;
8000204;NWDO;de:09363:2;Weiden(Oberpf);RV;12,1538460;49,6704900;
8000205;KKLV;de:05154:35739;Kleve;nur DPN;6,14622400;51,7897340;
8000206;KKO;de:07111:10117;Koblenz Hbf;FV;7,58834500;50,3509290;
8000207;KK;de:05315:11201;Köln Hbf;FV;6,95872900;50,9430300;
8000208;KKER,KKERP;de:05315:14201;Köln-Ehrenfeld;RV;6,91727600;50,9515330;
8000209;KKM;de:05315:19201;Köln-Mülheim;RV;7,01329500;50,9579860;
8000210;FKOB;de:06635:205466;Korbach;RV;8,87322900;51,2787120;
8000211;KKR;de:05114:21002;Krefeld Hbf;FV;6,56988500;51,3257170;
8000212;KKRO;de:05114:21590;Krefeld-Oppum;RV;6,61009000;51,3297490;
8000213;HK;de:03155:3532;Kreiensen;FV;9,96779800;51,8514230;
8000214;EKT;de:05970:10191;Kreuztal;nur DPN;7,99169600;50,9560290;
8000215;ELAG;de:05766:2200;Lage(Lippe);nur DPN;8,80119900;51,9917420;
8000216;RLA;de:07313:8304;Landau(Pfalz)Hbf;RV;8,12620400;49,1977410;
8000217;MLA;de:09261:64;Landshut(Bay)Hbf;FV;12,1359300;48,5474920;
8000218;FWG;de:06533:11118;Weilburg;RV;8,26794900;50,4863680;
8000220;MWH;de:09190:41571;Weilheim(Oberbay);RV;11,1428600;47,8453630;
8000221;TL;de:08128:13805;Lauda;RV;9,70951200;49,5653850;
8000222;FLAU;de:06535:11203;Lauterbach(Hess)Nord;nur DPN;9,40805500;50,6436060;
8000225;HLEE;de:03457:54173;Leer(Ostfriesl);FV;7,46528300;53,2316500;
8000226;HLER;de:03241:9808;Lehrte;RV;9,97459900;52,3767220;
8000227;ELE;de:05962:1001;Letmathe;nur DPN;7,61839700;51,3628380;
8000228;NLF;de:09478:27000;Lichtenfels;FV;11,0594720;50,1464520;
8000229;FL;de:06533:11025;Limburg(Lahn);RV;8,06234200;50,3841190;
8000230;MLI;de:09776:1546;Lindau Hbf;FV;9,68046900;47,5443410;
8000231;TWT;de:08128:13412;Wertheim;RV;9,51309500;49,7620250;
8000233;HL;de:05758:1741;Löhne(Westf);RV;8,71350000;52,1966530;
8000234;FLOL;de:06531:11085;Lollar;RV;8,70174000;50,6479360;
8000235;TLU;de:08118:7402;Ludwigsburg;FV;9,18542000;48,8918620;
8000236;RL,RL  T;de:07314:2080;Ludwigshafen(Rh)Hbf;FV;8,43340200;49,4779870;
8000237;AL;de:01003:57819;Lübeck Hbf;FV;10,6698210;53,8675470;
8000238;ALBG,ALBGW;de:03355:8000238;Lüneburg;FV;10,4198900;53,2496560;
8000239;ELUE;de:05978:16135;Lünen Hbf;RV;7,52948500;51,6171290;
8000240;FMZ;de:07315:9037;Mainz Hbf;FV;8,25872000;50,0011170;
8000241;FMB,FMB P;de:06433:6999;Mainz-Bischofsheim;FV;8,35811700;49,9928180;
8000242;EWES;de:05170:36918;Wesel;RV;6,62713400;51,6558400;
8000243;FMFH;de:06634:204401;Malsfeld;nur DPN;9,53483300;51,0976050;
8000244;RM;de:08222:2417;Mannheim Hbf;FV;8,46892100;49,4793540;
8000245;FWBG;de:07143:4602;Westerburg;nur DPN;7,96697800;50,5576420;
8000247;NMR;de:09479:7597;Marktredwitz;RV;12,0825830;50,0045960;
8000248;KMYO;de:07137:11109;Mayen Ost;RV;7,23893900;50,3295940;
8000249;MM;de:09764:3100;Memmingen;FV;10,1868530;47,9855810;
8000250;FW;de:06414:6907;Wiesbaden Hbf;FV;8,24373100;50,0707910;
8000251;EWIT;de:05954:5469;Witten Hbf;RV;7,32944200;51,4355440;
8000252;HM;de:05770:4213;Minden(Westf);FV;8,93472800;52,2901380;
8000253;KM;de:05116:23007;Mönchengladbach Hbf;FV;6,44611100;51,1965830;
8000254;RWRT;de:07334:1731;Wörth(Rhein);RV;8,27314600;49,0456780;
8000255;HWOH,HWOL;de:03158:458;Wolfenbüttel;RV;10,5323060;52,1591260;
8000256;MRBI;de:09186:8181;Rohrbach(Ilm);RV;11,5731770;48,6058550;
8000257;FWOR;de:07319:4415;Worms Hbf;FV;8,35644800;49,6349400;
8000258;MMF;de:09183:6530;Mühldorf(Oberbay);RV;12,5196380;48,2482080;
8000259;EMLR;de:05117:15225;Mülheim(Ruhr)Hbf;FV;6,88651000;51,4313420;
8000260;NWH;de:09663:177;Würzburg Hbf;FV;9,93578000;49,8017960;
8000261;MH;de:09162:100;München Hbf;FV;11,5583350;48,1402320;
8000262;MOP;de:09162:5;München Ost;FV;11,6049710;48,1274400;
8000263;EMST,EMSTP;de:05515:41000;Münster(Westf)Hbf;FV;7,63571500;51,9565660;
8000264;RNZ;de:08225:9180;Mosbach-Neckarelz;RV;9,11309300;49,3484840;
8000265;RNM;de:08226:2986;Neckargemünd;RV;8,78842500;49,3936780;
8000266;KW;de:05124:11376;Wuppertal Hbf;FV;7,14954300;51,2543630;
8000267;NNE;de:09477:3524;Neuenmarkt-Wirsberg;RV;11,5810610;50,0936760;
8000268;HWUN;de:03241:9884;Wunstorf;RV;9,45097600;52,4222250;
8000269;NNS;de:09371:19000;Neukirchen(b Sulzb);RV;11,6195400;49,5243260;
8000271;AN;de:01004:66023;Neumünster;FV;9,97981600;54,0757520;
8000272;SNK;de:10043:8000272;Neunkirchen(Saar)Hbf;RV;7,17665500;49,3532910;
8000273;DMBH;de:14523:433;Muldenberg Floßplatz;nur DPN;12,3990340;50,4156900;
8000274;KN,KN  O,KN  W;de:05162:20055;Neuss Hbf;FV;6,68452700;51,2043510;
8000275;RN;de:07316:3144;Neustadt(Weinstr)Hbf;FV;8,14075700;49,3495530;
8000276;KNE;de:07138:10107;Neuwied;RV;7,47313200;50,4314660;
8000277;FND;de:06440:11145;Nidda;RV;8,99888100;50,4114490;
8000278;KNL;de:07141:11092;Niederlahnstein;RV;7,59950300;50,3163900;
8000279;HNBG;de:03256:67639;Nienburg(Weser);FV;9,21775300;52,6455660;
8000280;MNL;de:09779:6514;Nördlingen;RV;10,4978630;48,8508410;
8000282;HNOS;de:03254:9926;Nordstemmen;nur DPN;9,78888100;52,1663940;
8000283;HN;de:03155:68704;Northeim(Han);FV;9,98661800;51,7031390;
8000284;NN;de:09564:510;Nürnberg Hbf;FV;11,0829890;49,4456160;
8000285;FORD;de:06438:4646;Rödermark-Ober Roden;RV;8,82896100;49,9736220;
8000286;EOB;de:05119:14022;Oberhausen Hbf;FV;6,85158800;51,4748780;
8000287;NOKP;de:09475:8815;Oberkotzau;RV;11,9322040;50,2663890;
8000288;FWB;de:06414:11131;Wiesbaden-Biebrich;nur DPN;8,23642300;50,0488290;
8000289;DZWM;de:14524:1033;Zwickau Zentrum;RV;12,4968930;50,7155440;
8000290;RO;de:08317:14506;Offenburg;FV;7,94672300;48,4764750;
8000291;HOLD;de:03403:16750;Oldenburg(Oldb);FV;8,22271300;53,1443230;
8000292;DZWG;de:14524:1171;Zwickau Stadthalle;RV;12,4980560;50,7039200;
8000294;HO,HO  O,HO  U;de:03404:71612;Osnabrück Hbf;FV;8,06178100;52,2728510;
8000295;TO;de:08225:8200;Osterburken;RV;9,42269200;49,4296570;
8000297;EPD;de:05774:7000;Paderborn Hbf;FV;8,74050500;51,7129790;
8000298;NPA;de:09262:156;Passau Hbf;FV;13,4507760;48,5736320;
8000299;TPH;de:08231:50;Pforzheim Hbf;FV;8,70309900;48,8941520;
8000301;NPL;de:09271:4445;Plattling;FV;12,8639400;48,7796190;
8000302;TP;de:08116:7802;Plochingen;FV;9,41081000;48,7130800;
8000304;HQ;de:03459:75000;Quakenbrück;nur DPN;7,94781900;52,6739430;
8000306;RRA;de:08216:1844;Rastatt;FV;8,21562300;48,8604830;
8000307;ERE;de:05562:3581;Recklinghausen Hbf;FV;7,20349000;51,6163590;
8000308;RLBM;de:07314:2059;Ludwigshafen(Rhein) BASF Mitte;RV;8,43207300;49,5100380;
8000309;NRH;de:09362:11090;Regensburg Hbf;FV;12,0996170;49,0116720;
8000310;KRE;de:07131:80107;Remagen;FV;7,22977900;50,5772150;
8000311;KRL;de:05120:12106;Remscheid-Lennep;nur DPN;7,25283300;51,1907240;
8000312;AR;de:01058:76697;Rendsburg;FV;9,67113400;54,3022620;
8000313;TRX;de:08115:7302;Renningen;RV;8,93235000;48,7751210;
8000314;TRE;de:08415:22006;Reutlingen Hbf;FV;9,20911600;48,4960790;
8000315;ERDW;de:05754:6516;Rheda-Wiedenbrück;RV;8,28665000;51,8570230;
8000316;HR;de:05566:60846;Rheine;FV;7,43425500;52,2762990;
8000317;KRH;de:05112:16450;Rheinhausen;RV;6,70648400;51,3935070;
8000318;KRY,KRY P;de:05116:23023;Rheydt Hbf;FV;6,43956400;51,1630270;
8000319;SRO;de:10045:8000319;Rohrbach(Saar);RV;7,15739500;49,2767370;
8000320;MRO;de:09163:9;Rosenheim;FV;12,1192020;47,8500180;
8000321;AROG;de:03357:78914;Rotenburg(Wümme);FV;9,39009800;53,1123490;
8000322;TR;de:08325:6584;Rottweil;FV;8,63929500;48,1653040;
8000323;SSH;de:10041:8000323;Saarbrücken Hbf;FV;6,99102100;49,2410650;
8000324;KBPS;;Boppard Süd;nur DPN;7,59552100;50,2301970;
8000325;HSRI;de:03102:3284;Salzgitter-Ringelheim;RV;10,3148300;52,0381580;
8000326;RSD;de:07338:3430;Schifferstadt;RV;8,36494500;49,3929100;
8000327;FWHM;de:07331:3935;Wahlheim;RV;8,09992000;49,7191050;
8000328;NSAW;de:09472:23790;Schnabelwaid;RV;11,5956600;49,8104530;
8000329;TSG;de:08136:3077;Schwäbisch Gmünd;FV;9,78779500;48,8010110;
8000330;TSHT;de:08127:20015;Schwäbisch Hall-Hessental;RV;9,76737300;49,0967320;
8000331;KAND;de:07137:10113;Andernach;FV;7,40483900;50,4345420;
8000332;RFT;de:07311:771;Frankenthal Hbf;RV;8,34970200;49,5355670;
8000333;RHA;de:08317:18620;Hausach;FV;8,18166500;48,2849240;
8000334;AJ;de:01059:47298;Jübek;RV;9,40543800;54,5587820;
8000335;HLST;de:03256:54304;Leese-Stolzenau;RV;9,11012700;52,5094690;
8000336;TLK;de:08436:1190;Leutkirch;RV;10,0158360;47,8261670;
8000337;FMBG;de:06534:10011;Marburg(Lahn);FV;8,77501400;50,8192720;
8000338;MMH;de:09778:2700;Mindelheim;RV;10,5016260;48,0449170;
8000339;TM;de:08236:3090;Mühlacker;FV;8,84610100;48,9531920;
8000340;FFRH;de:07331:5255;Freimersheim(Rheinh);RV;8,08650800;49,7107770;
8000342;HWEZ;de:03241:5804;Weetzen;RV;9,63537600;52,2983510;
8000343;DSCF;de:14523:779;Schöneck(Vogtl) Ferienpark;nur DPN;12,3470440;50,3895700;
8000344;HWTT;de:03151:1005;Wittingen;nur DPN;10,7231740;52,7272910;
8000346;EBK;de:05554:60831;Borken(Westf);nur DPN;6,86527900;51,8489620;
8000347;FSTM;de:06440:6504;Glauburg-Stockheim;RV;9,01012300;50,3270560;
8000348;KST,KST P;de:05334:5766;Stolberg(Rheinl)Hbf;RV;6,21747800;50,7944800;
8000349;FO;de:06413:2501;Offenbach(Main)Hbf;FV;8,76074300;50,0992640;
8000350;FAFD;de:06535:11190;Alsfeld(Oberhess);nur DPN;9,26429700;50,7509620;
8000351;KAK;de:07131:80107;Altenkirchen(Westerwald);nur DPN;7,63825700;50,6844180;
8000352;HBGM;de:03155:4766;Bad Gandersheim;RV;10,0202360;51,8673700;
8000353;TBG;de:08417:32109;Balingen(Württ);RV;8,85030700;48,2784690;
8000354;HBAS;de:03251:7512;Bassum;RV;8,73992400;52,8473880;
8000355;KBEE;de:05362:88101;Bergheim(Erft);RV;6,64630200;50,9517060;
8000356;RVLE;de:08326:8324;Villingen-Schwenningen Eisstadion;RV;8,52855300;48,0527720;
8000357;SBI;de:10045:8000357;Bierbach;RV;7,28201100;49,2618900;
8000358;EBP,EBLA;de:05911:5455;Bochum-Langendreer;RV;7,32364500;51,4779920;
8000359;FBOD;de:07339:4849;Bodenheim;RV;8,31249100;49,9295850;
8000360;FBUE,FBUP;de:06431:416;Bürstadt;RV;8,45907200;49,6451250;
8000362;FDI;de:06432:8456;Dieburg;RV;8,83979500;49,9036900;
8000363;KDI;de:05374:48501;Dieringhausen;RV;7,54248300;50,9854200;
8000364;HVBG;de:03153:5838;Vienenburg;nur DPN;10,5621740;51,9550340;
8000365;NDB;de:09571:12430;Dombühl;RV;10,2985230;49,2521100;
