EVA_NR;DS100;IFOPT;NAME;VERKEHR;LAENGE;BREITE;STATUS
8011257;DBDL;de:14522:70396;Braunsdorf-Lichtenwalde;nur DPN;13,0118540;50,8797760;
8011258;WBDN;de:12068:900205250;Breddin;nur DPN;12,2242160;52,8860470;
8011260;LBN;de:15082:8011260;Brehna;RV;12,2221630;51,5544570;
8011263;DBRE;de:14521:40162;Breitenbrunn(Erzg);RV;12,7460530;50,4770810;
8011264;DBTD;de:14625:7985;Breitendorf;nur DPN;14,6227260;51,1386520;
8011265;UBRT;de:16066:8011265;Breitungen(Werra);nur DPN;10,3222300;50,7524750;
8011267;UBZ;de:16073:8011267;Breternitz;RV;11,4058630;50,6163110;
8011269;BBSN;de:12067:900310006;Briesen(Mark);RV;14,2806350;52,3465300;
8011270;WBTF;de:13072:108;Broderstorf;RV;12,2627630;54,0789160;
8011271;BBRK;de:12069:900220141;Brück(Mark);RV;12,7584670;52,1867950;
8011273;WBGE;de:12070:900215172;Brügge(Prign);nur DPN;12,2292080;53,2562870;
8011277;LBRP;de:15081:8011277;Brunau-Packebusch;RV;11,4845860;52,7512740;
8011281;WBUH;de:13073:125;Buchenhorst;RV;12,7126820;54,2682110;
8011282;BBUZ;de:12069:900220306;Buchholz(Zauche);nur DPN;12,9224160;52,1675740;
8011284;BBUW;de:12067:900310614;Buckow(Beeskow);nur DPN;14,1695070;52,1881790;
8011286;WBHN;de:13075:286;Buddenhagen;nur DPN;13,6822800;54,0015610;
8011290;LBZG;de:15091:8011290;Bülzig;RV;12,7527150;51,8948940;
8011293;WBSG;de:13071:32;Burg Stargard(Meckl);RV;13,3032250;53,4995900;
8011294;LBU;de:15086:8011294;Burg(Magdeburg);RV;11,8403560;52,2744060;
8011296;LBGK;de:15082:8011296;Burgkemnitz;RV;12,4071670;51,6888180;
8011297;DBU;de:14522:60035;Burgstädt;nur DPN;12,8127070;50,9158170;
8011298;DBWD;de:14628:3147;Burkhardswalde-Maxen;nur DPN;13,8388400;50,9254020;
8011299;DBUF;de:14521:51299;Burkhardtsdorf;RV;12,9321370;50,7331960;
8011302;LBOW;de:12063:900210050;Buschow;nur DPN;12,6289960;52,5922030;
8011303;DBUM;de:14521:51298;Burkhardtsdorf Mitte;RV;12,9162760;50,7329370;
8011304;UBU;de:16068:8011304;Buttstädt;RV;11,4184120;51,1269950;
8011305;DCDF;de:14524:10296;Cainsdorf;RV;12,4965650;50,6865590;
8011306;BFRI;de:11000:900100001;Berlin Friedrichstraße;RV;13,3873140;52,5203940;
8011307;WCA;de:13071:5257;Cammin(Meckl);RV;13,2996450;53,4390350;
8011308;BCAP;de:12069:900220658;Caputh-Geltow;RV;12,9844060;52,3502950;
8011311;WCW;de:12073:900340061;Casekow;RV;14,2081870;53,2136140;
8011312;UKSO;de:16074:8011312;Crossen Ort;nur DPN;11,9819000;50,9747150;
8011314;WCOK;de:12060:900350125;Chorin;RV;13,8697140;52,9035400;
8011315;DCL;de:14522:70442;Clausnitz;nur DPN;13,4986000;50,7558420;
8011318;BCSO;de:12052:900470001;Cottbus-Sandow;RV;14,3537040;51,7551770;
8011319;BCO;de:12067:900311250;Coschen;RV;14,7181670;52,0198440;
8011320;DCB;de:14612:450;Cossebaude;RV;13,6315820;51,0851430;
8011322;LCW;de:15091:8011322;Coswig(Anh);RV;12,4576250;51,8880020;
8011323;LCBS;de:15089:8011323;Calbe(Saale) Stadt;RV;11,7763420;51,9138790;
8011325;DCU;de:14524:10561;Crimmitschau;RV;12,3929860;50,8150680;
8011326;WCZ;de:13076:9019;Crivitz;nur DPN;11,6450710;53,5725180;
8011331;DCN;de:14627:4396;Cunnertswalde;nur DPN;13,7055020;51,1623660;
8011332;UCF;de:16073:8011332;Cursdorf;RV;11,1320220;50,5718710;
8011334;BDAB;de:12072:900245024;Dabendorf;RV;13,4372900;52,2373320;
8011335;UDA;de:16064:8011335;Dachrieden;RV;10,4431660;51,2691870;
8011336;UDW;de:16067:8011336;Dachwig;RV;10,8496860;51,0724360;
8011339;LDA;de:14730:8011339;Dahlen(Sachs);RV;12,9842530;51,3509720;
8011340;BDT;de:12072:900245026;Dahlewitz;RV;13,4195790;52,3266180;
8011344;WDWE;de:12065:900203749;Dannenwalde(Gransee);RV;13,1808010;53,0797560;
8011346;LDAR;de:15085:8011346;Darlingerode;nur DPN;10,7330370;51,8490800;
8011354;DDT;de:14625:7187;Demitz-Thumitz;nur DPN;14,2409020;51,1418370;
8011355;LDK;de:15090:8011355;Demker;RV;11,8547330;52,5181780;
8011356;WDM;de:13071:3650;Demmin;RV;13,0539540;53,9011400;
8011361;LDS;de:15001:8011361;Dessau Süd;RV;12,2364550;51,8021960;
8011362;LDAD;de:15001:23109;Dessau Adria;nur DPN;12,3144190;51,8211890;
8011363;LDAL;de:15001:8011363;Dessau-Alten;RV;12,1933400;51,8255410;
8011364;LDMO;de:15001:8011364;Dessau-Mosigkau;RV;12,1485460;51,8140770;
8011371;LDTZ;de:14729:8011371;Deutzen;RV;12,4195420;51,1144300;
8011376;LDI;de:15088:8011376;Dieskau;RV;12,0521670;51,4503250;
8011378;UDN;de:16054:8011378;Dietzhausen;nur DPN;10,5969000;50,5994370;
8011382;DDP;de:14628:1430;Dippoldiswalde;nur DPN;13,6646030;50,8910930;
8011383;LDT;de:15085:8011383;Ditfurt;nur DPN;11,1867280;51,8334820;
8011385;DDIF;de:14522:60813;Dittersbach;nur DPN;13,0688420;50,9268370;
8011386;DDF;de:14521:20077;Dittersdorf;RV;12,9786150;50,7513900;
8011387;LDOB;de:14730:8011387;Doberschütz;RV;12,7457850;51,4922370;
8011388;LDF;de:15083:8011388;Dodendorf;nur DPN;11,6130860;52,0489520;
8011390;LDO;de:12063:900210721;Döberitz;nur DPN;12,3684620;52,5243330;
8011397;UDOE;de:16070:8011397;Dörrberg;nur DPN;10,7986710;50,7353510;
8011398;DDO;de:14628:3103;Dohna(Sachs);nur DPN;13,8555650;50,9611880;
8011399;DKTF;de:14612:617;Dresden Flughafen;RV;13,7659930;51,1246650;
8011402;LDN;de:15088:8011402;Domnitz(Saalkr);nur DPN;11,8399730;51,6352250;
8011403;WDS;de:13076:1130;Domsühl;nur DPN;11,7658690;53,4853720;
8011405;DDCH;de:14521:51405;Dorfchemnitz;RV;12,8399390;50,6659970;
8011406;UDG;de:16074:8011406;Dornburg(Saale);nur DPN;11,6754990;51,0086130;
8011408;WDOW;de:12068:900205090;Dossow(Prign);RV;12,5208860;53,1212090;
8011414;BDR;de:12071:900445360;Drebkau;RV;14,2231300;51,6550840;
8011415;LDD;de:15083:8011415;Dreileben-Drackenstedt;RV;11,3415590;52,1438520;
8011416;DBPL;de:14612:247;Dresden Bischofsplatz;RV;13,7462480;51,0723350;
8011417;DGRS;de:14612:662;Dresden Grenzstraße;RV;13,7777370;51,1282980;
8011418;DIG;de:14612:267;Dresden Industriegelände;RV;13,7627720;51,0874560;
8011419;DCT;de:14612:193;Dresden-Cotta;RV;13,6832980;51,0621570;
8011420;DD;de:14612:919;Dresden-Dobritz;RV;13,8084770;51,0116140;
8011421;DKE;de:14612:550;Dresden-Kemnitz;RV;13,6689190;51,0730840;
8011422;DNSH;de:14612:98;Dresden-Niedersedlitz;RV;13,8283990;50,9996540;
8011423;DPS;de:14612:593;Dresden-Pieschen;RV;13,7255270;51,0818590;
8011424;DRK;de:14612:907;Dresden-Reick;RV;13,7905140;51,0213170;
8011425;DSTT;de:14612:556;Dresden-Stetzsch;RV;13,6508690;51,0808480;
8011426;DSTH;de:14612:757;Dresden-Strehlen;RV;13,7618610;51,0306770;
8011427;DTR;de:14612:622;Dresden-Trachau;RV;13,7027920;51,0900810;
8011428;DZSW;de:14612:910;Dresden-Zschachwitz;RV;13,8449300;50,9896520;
8011430;BDW;de:12054:900230001;Potsdam Medienstadt Babelsberg;RV;13,1222840;52,3826590;
8011431;DHFR;de:14612:25;Dresden Freiberger Straße;RV;13,7195900;51,0479770;
8011433;LDM;de:15089:8011433;Drohndorf-Mehringen;nur DPN;11,5156480;51,7216920;
8011438;WDU;de:13075:2189;Ducherow;RV;13,7960210;53,7661350;
8011442;WDT;de:13076:6171;Dütschow;nur DPN;11,6785650;53,4019400;
8011446;DEBR;de:14524:10399;Ebersbrunn;nur DPN;12,4432150;50,6513730;
8011449;UEK;de:16064:8011449;Eckardtsleben;RV;10,6821230;51,0660930;
8011450;UEC;de:16071:8011450;Eckartsberga(Thür);RV;11,5545500;51,1078370;
8011451;DKR;de:14628:1630;Edle Krone;RV;13,5836320;50,9500150;
8011453;UEFT;de:16072:8011453;Effelder(Thür);nur DPN;11,0758490;50,3798750;
8011455;LEGD;de:15089:8011455;Eggersdorf;RV;11,6959480;51,9751310;
8011456;WEGS;de:13075:6476;Eggesin;RV;14,0730460;53,6818250;
8011460;LEST;de:15090:8011460;Eichstedt(Altm);RV;11,8548950;52,6748500;
8011462;LEF;de:15089:8011462;Eickendorf;RV;11,6768780;51,9467520;
8011464;DEDH;de:14511:55464;Einsiedel Hp Gymnasium;RV;12,9706110;50,7829920;
8011466;DED;de:14511:48201;Einsiedel;RV;12,9730140;50,7727860;
8011468;UEIW;de:16056:8011468;Eisenach West;nur DPN;10,3047400;50,9789020;
8011471;BEHS;de:12067:900311307;Eisenhüttenstadt;RV;14,6584350;52,1479800;
8011472;UED;de:16069:8011472;Eisfeld;nur DPN;10,9046370;50,4177950;
8011476;UELG;de:16070:8011476;Elgersburg;nur DPN;10,8499050;50,7060540;
8011477;DLD;de:14523:1108;Ellefeld;nur DPN;12,3843820;50,4880030;
8011480;UER;de:16062:8011480;Ellrich;RV;10,6694440;51,5798040;
8011481;WELM;de:13073:2256;Elmenhorst;RV;13,0740140;54,2102020;
8011482;BEZ;de:12069:900220305;Elsholz;nur DPN;12,9549110;52,2040500;
8011484;LEK;de:15082:8011484;Elsnigk(Anh);RV;12,0585180;51,7906710;
8011486;LELT;de:15091:8011486;Elster(Elbe);RV;12,8277050;51,8323310;
8011487;UELB;de:14523:886;Elsterberg;RV;12,1674870;50,6135470;
8011488;UELK;de:14523:1191;Elsterberg-Kunstseidenwerk;nur DPN;12,1597980;50,6050240;
8011489;UEX;de:16068:8011489;Elxleben;RV;10,9467880;51,0431830;
8011491;LE,LE  H;de:14713:8011491;Leipzig-Engelsdorf;RV;12,4776340;51,3439460;
8011495;LEW;de:14713:8011495;Leipzig Werkstättenstraße;RV;12,4567600;51,3402730;
8011496;LER;de:15087:8011496;Erdeborn;RV;11,6369650;51,4687990;
8011497;DEA;de:14522:51497;Erdmannsdorf-Augustusburg;RV;13,0839400;50,8211500;
8011500;UEO;de:16051:8011500;Erfurt Ost;RV;11,0437700;51,0145420;
8011502;UEBI;de:16051:8011502;Erfurt-Bischleben;RV;10,9884390;50,9337680;
8011503;UEGI;de:16051:8011503;Erfurt-Gispersleben;RV;11,0002770;51,0221290;
8011505;DERA;de:14521:51505;Erla;RV;12,7869400;50,5198150;
8011506;DERB;de:14521:40260;Erlabrunn(Erzgeb);RV;12,7204990;50,4709060;
8011507;DER;de:14522:51500;Erlau(Sachs);nur DPN;12,9430350;51,0086300;
8011512;UERN;de:16072:8011512;Ernstthal am Rennsteig;nur DPN;11,1643120;50,4965110;
8011519;UEH;de:16063:8011519;Ettenhausen;nur DPN;10,2322510;50,8745630;
8011520;UET;de:16065:8011520;Etzleben;RV;11,1811280;51,2580770;
8011522;LEU;de:15091:8011522;Eutzsch;RV;12,6384660;51,8275340;neu
8011523;WEV;de:13003:1501;Rostock-Evershagen;RV;12,0685070;54,1235520;
8011524;DFBE;de:14524:49982;Fährbrücke;RV;12,6197220;50,6501240;
8011528;DFU;de:14522:51528;Falkenau(Sachs)Hp;RV;13,1184020;50,8546850;
8011529;DFUS;de:14522:51529;Falkenau(Sachs)Süd;nur DPN;13,1102630;50,8493500;
8011531;WFBG;de:12064:900321068;Falkenberg(Mark);nur DPN;13,9599850;52,8081760;
8011533;BFS;de:12067:900310003;Fangschleuse;RV;13,8249260;52,4067250;
8011536;WFDF;de:13075:90000;Ferdinandshof;RV;13,8819130;53,6600870;
8011537;LFMW;de:12062:900415464;Fermerswalde;RV;13,1735890;51,6429980;
8011540;BFIH;de:12067:900311232;Finkenheerd;RV;14,5695950;52,2494190;
8011541;BFIN;de:12063:900210011;Finkenkrug;RV;13,0512550;52,5696630;
8011542;BFW;de:12062:900415005;Finsterwalde(Niederlausitz);RV;13,7103880;51,6370010;
8011544;LFG;de:15083:8011544;Flechtingen;RV;11,2613520;52,3479680;
8011545;LFL;de:15081:8011545;Fleetmark;RV;11,3786930;52,7908020;
8011548;DFM;de:14521:51548;Floßmühle;RV;13,1810820;50,7587570;
8011549;LFD;de:15089:8011549;Förderstedt;RV;11,6337570;51,9035170;
8011550;LFDE;de:12069:900220183;Fohrde;nur DPN;12,4628200;52,4841480;
8011553;DFK;de:14522:60045;Frankenberg(Sachs);nur DPN;13,0431910;50,9112330;
8011554;DFKS;de:14522:57253;Frankenberg(Sachs) Süd;nur DPN;13,0363780;50,9027840;
8011556;DFRS;de:14522:55986;Frankenstein(Sachs);nur DPN;13,2282540;50,9025200;
8011557;BFPN;de:12053:900360001;Frankfurt(Oder)-Neuberesinchen;nur DPN;14,5460500;52,3223290;
8011559;BFRS;de:12053:900360004;Frankfurt(Oder)-Rosengarten;RV;14,4726310;52,3377690;
8011560;LFA;de:15088:8011560;Frankleben;RV;11,9375820;51,3095610;
8011563;BFR;de:14627:5823;Frauenhain;RV;13,5036360;51,3842230;
8011564;LFK;de:15089:8011564;Freckleben;nur DPN;11,5441300;51,7023650;
8011567;UFO;de:16074:8011567;Freienorla;nur DPN;11,5401390;50,7713820;
8011568;DFCO;de:14628:1175;Freital-Coßmannsdorf;nur DPN;13,6249520;50,9768760;
8011569;DFD;de:14628:1162;Freital-Deuben;RV;13,6464320;50,9993580;
8011570;DHGW;de:14628:1176;Freital-Hainsberg West;RV;13,6227140;50,9810830;
8011571;LFZ;de:15082:8011571;Frenz;RV;11,8989330;51,7491940;
8011572;WFD;de:12068:900205092;Fretzdorf;RV;12,5398850;53,0693020;
8011573;UFB B;de:15084:8011573;Freyburg(Unstrut);RV;11,7673130;51,2090790;
8011574;BFDF;de:12061:900260013;Friedersdorf(Königs Wusterhausen);nur DPN;13,7865180;52,2895630;
8011575;DFW;de:14627:4327;Friedewald(Kr Dresden) Bad;nur DPN;13,6624220;51,1379480;
8011576;DFWH;de:14627:4326;Friedewald(Kr Dresden)Hp;nur DPN;13,6518730;51,1313010;
8011578;UFR;de:16067:8011578;Friedrichroda;RV;10,5766850;50,8621510;
8011582;WFRR;de:13076:1131;Friedrichsruhe(Meck);nur DPN;11,7390880;53,5248020;
8011585;WFRK;de:12063:900210456;Friesack(Mark);nur DPN;12,5875420;52,7607120;
8011588;LFB;de:14729:8011588;Frohburg;RV;12,5592880;51,0691590;
8011591;BFUS;de:12067:900310010;Fürstenwalde Süd;nur DPN;14,0866090;52,3418950;
8011592;WGA;de:13074:9231;Gadebusch;nur DPN;11,1214850;53,7040660;
8011594;UGSM;de:16068:8011594;Gangloffsömmern;RV;10,9548560;51,1914730;
8011596;LGA;de:15081:8011596;Gardelegen;RV;11,4045360;52,5183760;
8011597;WGFZ;de:13073:11742;Garftitz;nur DPN;13,6378470;54,3777100;
8011598;LGW;de:14729:8011598;Markkleeberg-Gaschwitz;RV;12,3792200;51,2500760;
8011599;LGAL;de:15085:8011599;Gatersleben;nur DPN;11,2913620;51,8281110;
8011602;UGBH;de:16062:8011602;Gebra(Hainleite);nur DPN;10,5953880;51,4271550;
8011603;UGB;de:16070:8011603;Gehlberg;RV;10,7693510;50,6837680;
8011609;DGEI;de:14628:1800;Geising;nur DPN;13,7860640;50,7606990;
8011611;WGE;de:13072:1618;Gelbensande;RV;12,3048090;54,1986960;
8011619;UGLB;de:16052:8011619;Gera-Langenberg;nur DPN;12,0472000;50,9169710;
8011623;UGZ;de:16052:8011623;Gera-Zwötzen;RV;12,0821810;50,8500500;
8011624;UGBG;de:16070:8011624;Geraberg;nur DPN;10,8571960;50,7155930;
8011626;LGE;de:14729:8011626;Gerichshain;RV;12,5874440;51,3538800;
8011628;DGD;de:14626:8807;Gersdorf(Görlitz);nur DPN;14,8542500;51,1252120;
8011629;UGT;de:16063:8011629;Gerstungen;nur DPN;10,0650410;50,9646650;
8011630;LGWS;de:15086:8011630;Gerwisch;RV;11,7420950;52,1775870;
8011632;LGI;de:15089:8011632;Giersleben;RV;11,5686590;51,7648360;
8011636;DGHU;de:14628:1940;Glashütte(Sachs);nur DPN;13,7823780;50,8511020;
8011637;DGLA;de:14627:5750;Glaubitz(Riesa);RV;13,3654350;51,3175620;
8011641;WGF;de:12070:900215322;Glöwen;nur DPN;12,0839280;52,9035120;
8011643;UGL;de:16065:8011643;Glückauf;RV;10,8283670;51,3897010;
8011646;WGNV;de:13071:3406;Gnevkow;RV;13,1746700;53,7928960;
8011651;WGO;de:13073:11020;Göhren(Rügen);nur DPN;13,7377040;54,3459610;
8011654;LGOR;de:12051:900275325;Görden;nur DPN;12,5039510;52,4278810;
8011656;DGWH;de:14626:8985;Görlitz-Weinhübel;nur DPN;14,9702710;51,1286640;
8011657;UGSB;de:16062:8011657;Görsbach;nur DPN;10,9417920;51,4557330;
8011662;LGOE;de:12069:900220182;Götz;RV;12,7259830;52,4112240;
8011665;LGM;de:15090:8011665;Goldbeck(Osterburg);RV;11,8581490;52,7160600;
8011667;BGM;de:12066:900435527;Gollmitz(Niederlausitz);RV;13,8838340;51,7033350;
8011671;WGOL;de:12060:900350060;Golzow(Eberswalde);nur DPN;13,8269750;52,9140130;
8011672;BGZ;de:12064:900321430;Golzow(Oderbruch);nur DPN;14,5118100;52,5625310;
8011673;LGO;de:15086:8011673;Gommern;RV;11,8387800;52,0740020;
8011674;BGOR;de:12064:900321435;Gorgast;nur DPN;14,5506440;52,5631300;
8011676;DKH;de:14628:3670;Goßdorf-Kohlmühle;RV;14,1646550;50,9411700;
8011678;UGOS;de:16067:8011678;Gotha Ost;RV;10,7208690;50,9618810;
8011681;WGRB;de:13076:9012;Grabow(Meckl);nur DPN;11,5642010;53,2829020;
8011683;LG;de:15091:8011683;Gräfenhainichen;RV;12,4600370;51,7247310;
8011687;UGTA;de:16067:8011687;Gräfentonna;RV;10,7336170;51,0897340;
8011689;WGR;de:13075:6022;Grambow;RV;14,3474570;53,4173810;
8011691;WGRA;de:12065:900203709;Gransee;RV;13,1671200;53,0010760;
8011694;WGWS;de:13075:88020;Greifswald Süd;RV;13,3966560;54,0764430;
8011697;UGRD;de:16076:8011697;Greiz-Dölau;RV;12,1847760;50,6300290;
8011699;LGPN;de:15082:8011699;Greppin;RV;12,2979690;51,6453580;
8011700;UGN;de:16065:8011700;Greußen;RV;10,9413030;51,2293400;
8011702;WGBN;de:13074:3294;Grieben(Meckl);RV;11,0685690;53,8512330;
8011703;LGB;de:15091:8011703;Griebo;RV;12,5229770;51,8805760;
8011705;LGRI;de:14729:8011705;Grimma ob Bf;nur DPN;12,7141310;51,2300760;
8011707;WGI;de:13073:342;Grimmen;RV;13,0340250;54,1097390;
8011709;DGO;de:14523:1112;Grobau;nur DPN;11,9439050;50,4323020;
8011711;LGOH;de:15088:8011711;Gröbers;RV;12,1168260;51,4325020;
8011712;DGT;de:14627:5809;Gröditz(Riesa);nur DPN;13,4395420;51,4114680;
8011714;LGRL;de:15083:8011714;Groß Ammensleben;RV;11,5254170;52,2356460;
8011718;WGB;de:13074:7325;Groß Brütz;nur DPN;11,2514390;53,6530880;
8011723;WGKW;de:13075:165;Groß Kiesow;RV;13,4806170;54,0137210;
8011725;LGZ;de:12069:900220699;Groß Kreutz;RV;12,7763350;52,4107610;
8011726;WGLS;de:13076:4128;Groß Laasch;nur DPN;11,5341390;53,3464810;
8011729;WGLI;de:13072:272;Groß Lüsewitz;RV;12,3392210;54,0734070;
8011730;WGP;de:12070:900215350;Groß Pankow;RV;12,0474210;53,1230140;
8011731;WGQ;de:13071:5773;Groß Quassow;nur DPN;13,0038450;53,3148230;
8011734;BGSK;de:12060:900350152;Groß Schönebeck;nur DPN;13,5375160;52,9042870;
8011735;WGS;de:13072:278;Groß Schwaß;RV;12,0461200;54,0770260;
8011740;BGSBS;de:12072:900245032;Großbeeren;RV;13,2847700;52,3506730;
8011745;LGD;de:14729:8011745;Großdeuben;RV;12,3831930;51,2323520;
8011746;UGG;de:16064:8011746;Großengottern;RV;10,5560410;51,1445030;
8011749;DGC;de:14627:5021;Großenhain Cottb Bf;RV;13,5239160;51,2916360;
8011750;UGFA;de:16065:8011750;Großfurra;RV;10,8028150;51,3988820;
8011751;DGRT;de:14625:7103;Großharthau;nur DPN;14,0876460;51,1021240;
8011752;LGKL;de:15088:8011752;Großkugel;RV;12,1644110;51,4187200;
8011753;LGL;de:14729:8011753;Großlehna;nur DPN;12,1688180;51,3048060;
8011754;UGNH;de:16068:8011754;Großneuhausen;RV;11,2861630;51,1645160;
8011755;LGP;de:14729:8011755;Großpösna;RV;12,4888390;51,2667090;
8011756;BGR;de:12066:900435339;Großräschen;RV;14,0148980;51,5914880;
8011758;DGRF;de:14625:6010;Großröhrsdorf;nur DPN;14,0175570;51,1487430;
8011759;UGRU;de:16068:8011759;Großrudestedt;RV;11,0910930;51,0956500;
8011761;DGAU;de:14626:9450;Großschönau(Sachs);nur DPN;14,6654500;50,8925560;
8011762;UGC;de:16071:8011762;Großschwabhausen;RV;11,4819340;50,9369580;
8011763;LGS;de:14729:8011763;Großsteinberg;nur DPN;12,6374150;51,2505860;
8011766;LGWU;de:12063:900210314;Großwudicke;nur DPN;12,2311280;52,5904350;
8011770;DGN;de:14511:55770;Grüna(Sachs)Hp;nur DPN;12,7985140;50,8114170;
8011771;LGRA;de:14713:8011771;Leipzig Grünauer Allee;RV;12,3030060;51,3209050;
8011773;DGBA;de:14523:1113;Grünbach(Vogtl);nur DPN;12,3728150;50,4398950;
8011776;WGRG;de:12065:900203961;Grüneberg;RV;13,2130230;52,8678000;
8011777;DGRB;de:14521:70602;Grünhainichen-Borstendorf;RV;13,1634430;50,7746220;
8011778;WSRB;de:13073:10530;Stralsund-Grünhufe;RV;13,0439300;54,3042980;
8011788;BGSW;de:12064:900321442;Seelow-Gusow;nur DPN;14,3514620;52,5593030;
8011790;DGF;de:14523:1115;Gutenfürst;nur DPN;11,9609160;50,4187970;
8011791;UGU;de:16068:8011791;Guthmannshausen;RV;11,3657030;51,1323680;
8011792;UHSN;de:16070:8011792;Haarhausen;RV;10,9057150;50,8674370;
8011794;LHD;de:15083:8011794;Hadmersleben;nur DPN;11,3244460;52,0073600;
8011795;BHAH;de:14626:8526;Hähnichen;nur DPN;14,8567260;51,3641190;
8011796;LHMT;de:15090:8011796;Hämerten;nur DPN;11,9717700;52,5990240;
8011797;WHK;de:13074:5277;Hagebök;RV;11,6148820;53,9612600;
8011798;WH;de:13076:9129;Hagenow Stadt;nur DPN;11,1849900;53,4294370;
8011799;DHW;de:14626:8992;Hagenwerder;nur DPN;14,9602280;51,0701170;
8011801;DHND;de:14626:9405;Hainewalde;nur DPN;14,7044630;50,9066080;
8011802;DHA;de:14522:60050;Hainichen;nur DPN;13,1190570;50,9680950;
8011805;BHB;de:12061:900260017;Halbe;RV;13,7018550;52,1083840;
8011808;LHBO;de:15357:7659;Halberstadt Oststr;nur DPN;11,0654360;51,8850110;
8011809;LHBS;de:15085:8011809;Halberstadt-Spiegelsberge;nur DPN;11,0483070;51,8825810;
8011813;LHNI;de:15002:8011813;Halle-Nietleben;RV;11,9084510;51,4878250;
8011814;LHT,LHTS;de:15002:8011814;Halle-Trotha;RV;11,9621700;51,5238980;
8011815;WHAM;de:12073:900340353;Hammelspring;nur DPN;13,4357440;53,0702280;
8011817;DHUW;de:14521:55988;Hammerunterwiesenthal;nur DPN;13,0087220;50,4410910;
8011818;BHGB;de:12067:900310002;Hangelsberg;RV;13,9209160;52,4002710;
8011820;UH;de:16075:8011820;Harra;nur DPN;11,6860060;50,4184760;
8011821;UHNO;de:16075:8011821;Harra Nord;nur DPN;11,6746920;50,4291700;
8011822;UHRS;de:16069:8011822;Harras(Thür);nur DPN;10,8580720;50,4129810;
8011823;DHST;de:14524:10239;Hartenstein;RV;12,6586530;50,6518330;
8011825;DHMU;de:14628:1803;Hartmannmühle;nur DPN;13,7924180;50,7783840;
8011834;UHAU;de:16061:8011834;Hausen(Eichsfeld);nur DPN;10,3791670;51,3825230;
8011838;LHEW;de:15085:8011838;Hedersleben-Wedderstedt;nur DPN;11,2507710;51,8446880;
8011843;DHDS;de:14628:3053;Heidenau Süd;RV;13,8747170;50,9716960;
8011844;DHDG;de:14628:3065;Heidenau-Großsedlitz;RV;13,8948770;50,9608220;
8011846;WHDM;de:13072:1475;Heiligendamm;nur DPN;11,8428630;54,1416770;
8011847;WHDS;de:13072:3065;Steilküste/Wittenbeck;nur DPN;11,7937710;54,1447680;
8011848;WHEG;de:12068:900205322;Heiligengrabe;RV;12,3405370;53,1496800;
8011849;UHT;de:16061:8011849;Heilbad Heiligenstadt;FV;10,1238450;51,3770670;
8011852;UHD;de:16065:8011852;Heldrungen;RV;11,1831860;51,3021710;
8011853;BHEL;de:12053:900360016;Helenesee;nur DPN;14,4782190;52,2787580;
8011855;DHLF;de:14628:3846;Helmsdorf(Pirna);nur DPN;14,0464910;51,0342050;
8011856;DHRF;de:14522:51856;Hennersdorf(Sachs);RV;13,0709190;50,7917510;
8011860;UHRH;de:16062:8011860;Heringen(Helme);nur DPN;10,8752550;51,4514980;
8011861;DHS;de:14625:6620;Hermsdorf(Dresden);nur DPN;13,8153510;51,1655450;
8011862;UHK;de:16074:8011862;Hermsdorf-Klosterlausnitz;RV;11,8586260;50,9037790;
8011863;BHE;de:12064:900320011;Herrensee;nur DPN;13,8865770;52,5299280;
8011864;WHB;de:13074:5260;Herrnburg;RV;10,7600080;53,8377070;
8011867;LHZW;de:12062:900415683;Herzberg(Elster);RV;13,2027860;51,6794460;
8011869;UHET;de:16071:8011869;Hetschburg;nur DPN;11,2982050;50,9128020;
8011870;DHZF;de:14522:70549;Hetzdorf(Flöhatal);RV;13,1276950;50,8403130;
8011871;UHN;de:16069:8011871;Hildburghausen;nur DPN;10,7178280;50,4251330;
8011878;DHE;de:14626:9650;Hirschfelde;nur DPN;14,8910180;50,9433880;
8011889;WHOD;de:13075:2154;Hohendorf;nur DPN;13,7302680;54,0272700;
8011891;UHOO;de:16065:8011891;Hohenebra Ort;RV;10,8091720;51,3061460;
8011892;DHOF;de:14522:51892;Hohenfichte;RV;13,1339810;50,8220640;
8011895;UHOL;de:16076:8011895;Hohenleuben;nur DPN;12,0363990;50,7031610;
8011900;LHRA;de:14730:8011900;Hohenroda;RV;12,4214340;51,4990260;
8011901;BHSH;de:11000:900152001;Berlin-Hohenschönhausen;RV;13,5125650;52,5661110;
8011904;DHO;de:14524:20184;Hohenstein-Ernstthal;nur DPN;12,7065640;50,7985480;
8011905;LHM;de:15088:8011905;Hohenthurm;RV;12,0978810;51,5123590;
8011908;WHOL;de:13074:7735;Holdorf(Meckl);nur DPN;11,0657010;53,7348000;
8011909;LHZ;de:15091:8011909;Holzdorf(Elster);RV;13,1141370;51,7802910;
8011910;UHF;de:16055:8011910;Holzdorf(b Weimar);nur DPN;11,2759200;50,9421860;
8011912;DHU;de:14522:70716;Holzhau;nur DPN;13,5916710;50,7341080;
8011913;LHSN;de:14713:8011913;Leipzig-Holzhausen;RV;12,4614480;51,3060410;
8011914;LHGT;de:14729:8011914;Hopfgarten(Sachs);RV;12,6626930;51,1055740;
8011915;UHP;de:16071:8011915;Hopfgarten(Weimar);nur DPN;11,2205910;50,9842620;
